phase,context_length,decode_steps,category,profile_count,call_count,total_us,mean_us,matmul_total_us,matmul_share_pct,phase_node_total_us,phase_node_share_pct,matched_node_count,profile_name_only_count
decode,2048,1,lm_head,3,3,108094.0,36031.333333333336,410244.0,26.348709548463837,592856.0,18.232758039051642,3,0
decode,2048,1,attention_qkv_projection,3,234,18887.0,80.71367521367522,410244.0,4.603845516326869,592856.0,3.185765177378655,234,0
decode,2048,1,attention_output_projection,3,78,10631.0,136.2948717948718,410244.0,2.5913846393853412,592856.0,1.7931841796321533,78,0
decode,2048,1,attention_v_weighted_sum,3,78,3937.0,50.47435897435897,410244.0,0.9596727801015981,592856.0,0.6640735692984469,78,0
decode,2048,1,unknown,3,6,41.0,6.833333333333333,410244.0,0.009994052320082682,592856.0,0.00691567598202599,6,0
decode,2048,1,attention_qk_score,3,0,0.0,0.0,410244.0,0.0,592856.0,0.0,0,0
decode,2048,2,mlp_projection,3,468,472804.0,1010.2649572649573,738205.0,64.04779160260361,1056787.0,44.739763074299745,468,0
decode,2048,2,lm_head,3,6,198067.0,33011.166666666664,738205.0,26.830893857397335,1056787.0,18.742376656790817,6,0
decode,2048,2,attention_qkv_projection,3,468,37970.0,81.13247863247864,738205.0,5.143557683841209,1056787.0,3.5929662268744793,468,0
decode,2048,2,attention_output_projection,3,156,21946.0,140.67948717948718,738205.0,2.972886935200927,1056787.0,2.076672025677833,156,0
decode,2048,2,attention_v_weighted_sum,3,156,7343.0,47.07051282051282,738205.0,0.994710141491862,1056787.0,0.6948420069512589,156,0
decode,2048,2,unknown,3,12,75.0,6.25,738205.0,0.010159779465053745,1056787.0,0.007096983592720198,12,0
decode,2048,2,attention_qk_score,3,0,0.0,0.0,738205.0,0.0,1056787.0,0.0,0,0
decode,2048,4,mlp_projection,3,936,919787.0,982.6784188034188,1465075.0,62.78088152483661,2012543.0,45.702725357917814,936,0
decode,2048,4,lm_head,3,12,399353.0,33279.416666666664,1465075.0,27.258194972953603,2012543.0,19.843203350189288,12,0
decode,2048,4,attention_qkv_projection,3,936,78194.0,83.5405982905983,1465075.0,5.337201167175742,2012543.0,3.8853331332547922,936,0
decode,2048,4,attention_output_projection,3,312,49878.0,159.8653846153846,1465075.0,3.404467348087982,2012543.0,2.4783569841737543,312,0
decode,2048,4,attention_v_weighted_sum,3,312,17710.0,56.76282051282051,1465075.0,1.2088118355715576,2012543.0,0.8799811979172619,312,0
decode,2048,4,unknown,3,24,153.0,6.375,1465075.0,0.010443151374503013,2012543.0,0.007602322037342804,24,0
decode,2048,4,attention_qk_score,3,0,0.0,0.0,1465075.0,0.0,2012543.0,0.0,0,0
decode,2048,8,mlp_projection,3,1872,1892601.0,1011.0048076923077,2979900.0,63.51223195409242,3992419.0,47.404869078120306,1872,0
decode,2048,8,lm_head,3,24,796370.0,33182.083333333336,2979900.0,26.724722306117656,3992419.0,19.947054655335524,24,0
decode,2048,8,attention_qkv_projection,3,1872,160455.0,85.71314102564102,2979900.0,5.384576663646431,3992419.0,4.018991994577723,1872,0
decode,2048,8,attention_output_projection,3,624,94891.0,152.06891025641025,2979900.0,3.184368602973254,3992419.0,2.37677959152083,624,0
decode,2048,8,attention_v_weighted_sum,3,624,35268.0,56.51923076923077,2979900.0,1.1835296486459277,3992419.0,0.8833742149809426,624,0
decode,2048,8,unknown,3,48,315.0,6.5625,2979900.0,0.010570824524312896,3992419.0,0.007889953434246255,48,0
decode,2048,8,attention_qk_score,3,0,0.0,0.0,2979900.0,0.0,3992419.0,0.0,0,0
